동,아파트이름,아파트일련번호,번지,부번,건축년도,매수구분,거래유형,거래금액,거래구분,부동산소속시군구명,전용면적,층수,지번,토지코드,토지임대여부,등록일자,거래날짜
 ,별빛고운,11110-2132,235,2,2006, , ,"25,000", , ,100.69,3,235-2,1,N, ,2008-11-17
 ,롯데캐슬천지인,11110-152,76,0,2004, , ,"52,500", , ,84.95,19,76,1,N, ,2008-11-06
 ,숭인상가,11110-48,204,11,1979, , ,"33,250", , ,80.85,6,204-11,1,N, ,2008-11-13
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"63,000", , ,94.51,6,9,1,N, ,2008-11-03
 ,형우럭스빌(33-1),11110-2073,33,1,2005, , ,"40,000", , ,103.07,5,33-1,1,N, ,2008-11-20
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"16,000", , ,46.64,2,55,1,N, ,2008-11-01
 ,로얄팰리스스위트,11110-205,85,0,2005, , ,"22,875", , ,39.67,9,85,1,N, ,2008-11-10
 ,운현신화타워,11110-16,30,6,1998, , ,"25,000", , ,84.26,8,30-6,1,N, ,2008-12-24
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"47,000", , ,84.858,4,60,1,N, ,2008-12-22
 ,종로센트레빌,11110-2224,2,1,2008, , ,"73,000", , ,114.67,7,2-1,1,N, ,2008-12-20
 ,창신쌍용2,11110-91,703,0,1993, , ,"28,500", , ,79.87,4,703,1,N, ,2008-12-10
 ,벽산블루밍평창힐스,11110-146,45,0,2004, , ,"100,000", , ,155.97,5,45,1,N, ,2008-12-26
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"52,000", , ,84.858,11,60,1,N, ,2008-12-02
 ,MID그린(9동),11110-95,601,6,2002, , ,"17,000", , ,59.9,2,601-6,1,N, ,2008-12-31
 ,롯데낙천대,11110-71,72,0,2001, , ,"44,000", , ,84.21,9,72,1,N, ,2008-12-30
 ,갑을아파트,11110-68,595,0,1997, , ,"8,500", , ,30.46,12,595,1,N, ,2008-12-10
 ,브라운스톤창신,11110-2150,23,76,2006, , ,"37,500", , ,84.67,10,23-76,1,N, ,2008-12-12
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"15,900", , ,43.98,6,55,1,N, ,2009-01-23
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"86,318", , ,157.289,3,60,1,N, ,2009-01-20
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"17,000", , ,46.64,5,55,1,N, ,2009-01-21
 ,한빛,11110-27,1,30,1999, , ,"24,300", , ,59.73,5,1-30,1,N, ,2009-01-22
 ,삼성,11110-73,596,0,1998, , ,"22,500", , ,59.97,4,596,1,N, ,2009-01-19
 ,롯데낙천대,11110-71,72,0,2001, , ,"75,000", , ,110.53,13,72,1,N, ,2009-01-29
 ,대아파크빌,11110-86,254,0,1998, , ,"18,800", , ,59.22,5,254,1,N, ,2009-01-10
 ,창신쌍용2,11110-91,703,0,1993, , ,"30,000", , ,79.87,8,703,1,N, ,2009-01-28
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"70,000", , ,84.858,14,60,1,N, ,2009-01-22
 ,광화문스페이스본(106동),11110-2204,9,1,2008, , ,"76,841", , ,153.42,9,9-1,1,N, ,2009-01-29
 ,일성빌라트,11110-77,145,5,1996, , ,"23,000", , ,59.82,3,145-5,1,N, ,2009-01-20
 ,롯데캐슬천지인,11110-152,76,0,2004, , ,"63,500", , ,112.54,21,76,1,N, ,2009-01-20
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"53,800", , ,70.8,4,9,1,N, ,2009-01-15
 ,갑을아파트,11110-68,595,0,1997, , ,"8,100", , ,32.56,5,595,1,N, ,2009-01-14
 ,롯데낙천대,11110-71,72,0,2001, , ,"42,300", , ,84.82,7,72,1,N, ,2009-01-12
 ,경희궁의아침3단지,11110-116,72,0,2004, , ,"133,000", , ,150.48,9,72,1,N, ,2009-01-08
 ,롯데낙천대,11110-71,72,0,2001, , ,"42,300", , ,84.82,7,72,1,N, ,2009-01-12
 ,세종로대우,11110-14,167,0,1994, , ,"40,000", , ,66.96,12,167,1,N, ,2009-01-13
 ,광화문스페이스본(106동),11110-2204,9,1,2008, , ,"82,236", , ,153.42,10,9-1,1,N, ,2009-01-09
 ,광화문스페이스본(106동),11110-2204,9,1,2008, , ,"82,236", , ,153.42,11,9-1,1,N, ,2009-01-09
 ,광화문스페이스본(106동),11110-2204,9,1,2008, , ,"82,236", , ,153.42,11,9-1,1,N, ,2009-01-09
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"98,145", , ,151.81,14,9,1,N, ,2009-01-09
 ,광화문스페이스본(106동),11110-2204,9,1,2008, , ,"82,236", , ,153.42,9,9-1,1,N, ,2009-01-09
 ,동대문,11110-30,328,17,1966, , ,"20,500", , ,28.8,2,328-17,1,N, ,2009-02-28
 ,현대,11110-90,82,0,2000, , ,"49,450", , ,84.92,4,82,1,N, ,2009-02-28
 ,광화문스페이스본(106동),11110-2204,9,1,2008, , ,"82,236", , ,153.42,10,9-1,1,N, ,2009-02-25
 ,갑을아파트,11110-68,595,0,1997, , ,"8,300", , ,30.46,5,595,1,N, ,2009-02-17
 ,동대문,11110-30,328,17,1966, , ,"19,000", , ,28.8,1,328-17,1,N, ,2009-02-20
 ,롯데낙천대,11110-71,72,0,2001, , ,"43,000", , ,84.82,9,72,1,N, ,2009-02-27
 ,경희궁의아침3단지,11110-116,72,0,2004, , ,"155,000", , ,174.55,4,72,1,N, ,2009-02-25
 ,광화문스페이스본(106동),11110-2204,9,1,2008, , ,"82,236", , ,153.42,11,9-1,1,N, ,2009-02-25
 ,창신쌍용2,11110-91,703,0,1993, , ,"23,480", , ,64.66,10,703,1,N, ,2009-02-23
 ,삼성,11110-73,596,0,1998, , ,"24,500", , ,59.97,12,596,1,N, ,2009-02-27
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"18,600", , ,48.54,7,55,1,N, ,2009-02-28
 ,현대,11110-90,82,0,2000, , ,"52,990", , ,84.92,20,82,1,N, ,2009-02-26
 ,두산,11110-34,232,0,1999, , ,"30,000", , ,59.95,21,232,1,N, ,2009-02-27
 ,일성빌라트,11110-77,145,5,1996, , ,"35,000", , ,84.99,3,145-5,1,N, ,2009-02-17
 ,창신쌍용1,11110-37,702,0,1992, , ,"31,800", , ,79.87,2,702,1,N, ,2009-02-27
 ,오성,11110-49,888,0,1997, , ,"17,500", , ,56.66,2,888,1,N, ,2009-02-23
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"64,000", , ,94.51,5,9,1,N, ,2009-02-13
 ,롯데캐슬천지인,11110-152,76,0,2004, , ,"50,000", , ,84.95,9,76,1,N, ,2009-02-21
 ,현대,11110-90,82,0,2000, , ,"51,870", , ,84.92,8,82,1,N, ,2009-02-04
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"15,500", , ,46.64,2,55,1,N, ,2009-02-27
 ,세종로대우,11110-14,167,0,1994, , ,"35,500", , ,66.96,12,167,1,N, ,2009-02-25
 ,두산,11110-34,232,0,1999, , ,"30,000", , ,59.95,21,232,1,N, ,2009-02-25
 ,현대,11110-90,82,0,2000, , ,"47,950", , ,84.92,17,82,1,N, ,2009-02-11
 ,현대,11110-90,82,0,2000, , ,"72,990", , ,114.9,9,82,1,N, ,2009-02-04
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"59,000", , ,94.28,5,9,1,N, ,2009-02-09
 ,롯데낙천대,11110-71,72,0,2001, , ,"45,000", , ,91.06,9,72,1,N, ,2009-02-03
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"15,800", , ,46.64,3,55,1,N, ,2009-02-19
 ,종로센트레빌,11110-2224,2,1,2008, , ,"35,100", , ,59.92,7,2-1,1,N, ,2009-02-06
 ,갑을아파트,11110-68,595,0,1997, , ,"7,700", , ,30.46,8,595,1,N, ,2009-02-10
 ,현대,11110-90,82,0,2000, , ,"51,950", , ,84.92,11,82,1,N, ,2009-02-04
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"16,000", , ,43.98,6,55,1,N, ,2009-02-19
 ,부암스카이뷰,11110-150,218,1,2004, , ,"28,000", , ,81.0,4,218-1,1,N, ,2009-02-14
 ,광화문스페이스본(106동),11110-2204,9,1,2008, , ,"124,000", , ,144.52,13,9-1,1,N, ,2009-02-04
 ,명륜동주상복합아남아파트,11110-26,237,0,1999, , ,"32,000", , ,65.78,4,237,1,N, ,2009-02-23
 ,종로센트레빌,11110-2224,2,1,2008, , ,"32,000", , ,59.92,3,2-1,1,N, ,2009-02-01
 ,동대문,11110-30,328,17,1966, , ,"19,000", , ,28.8,5,328-17,1,N, ,2009-02-06
 ,형우럭스빌(33-1),11110-2073,33,1,2005, , ,"28,500", , ,92.87,2,33-1,1,N, ,2009-02-05
 ,창신쌍용1,11110-37,702,0,1992, , ,"18,500", , ,54.7,6,702,1,N, ,2009-02-05
 ,롯데낙천대,11110-71,72,0,2001, , ,"45,000", , ,133.34,9,72,1,N, ,2009-02-02
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"21,000", , ,58.78,2,55,1,N, ,2009-02-02
 ,현대,11110-90,82,0,2000, , ,"49,980", , ,84.92,13,82,1,N, ,2009-03-27
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"21,100", , ,48.54,9,55,1,N, ,2009-03-26
 ,숭인상가,11110-48,204,11,1979, , ,"32,000", , ,78.75,8,204-11,1,N, ,2009-03-27
 ,신현(101동),11110-7,6,13,2002, , ,"40,200", , ,84.82,3,6-13,1,N, ,2009-03-25
 ,숭인상가,11110-48,204,11,1979, , ,"32,000", , ,80.85,4,204-11,1,N, ,2009-03-30
 ,별빛고운,11110-2132,235,2,2006, , ,"25,000", , ,84.78,5,235-2,1,N, ,2009-03-24
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"12,900", , ,28.1,8,55,1,N, ,2009-03-25
 ,경희궁의아침4단지,11110-117,73,0,2004, , ,"123,000", , ,124.17,15,73,1,N, ,2009-03-25
 ,대성스카이렉스,11110-2223,110,0,2008, , ,"87,500", , ,149.72,12,110,1,N, ,2009-03-30
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"105,000", , ,158.99,11,9,1,N, ,2009-03-26
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"114,000", , ,159.01,4,9,1,N, ,2009-03-09
 ,동성아파트(1동),11110-124,4,161,1999, , ,"10,500", , ,57.96,1,4-161,1,N, ,2009-03-13
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"18,000", , ,48.54,6,55,1,N, ,2009-03-05
 ,오성,11110-49,888,0,1997, , ,"17,000", , ,56.96,4,888,1,N, ,2009-03-12
 ,아남1,11110-25,4,0,1995, , ,"48,000", , ,84.9,5,4,1,N, ,2009-03-10
 ,세종로대우,11110-14,167,0,1994, , ,"49,000", , ,100.44,15,167,1,N, ,2009-03-11
 ,창신쌍용2,11110-91,703,0,1993, , ,"35,000", , ,79.87,13,703,1,N, ,2009-03-12
 ,창신쌍용2,11110-91,703,0,1993, , ,"21,550", , ,54.7,12,703,1,N, ,2009-03-06
 ,대성스카이렉스,11110-2223,110,0,2008, , ,"88,000", , ,149.8,7,110,1,N, ,2009-03-10
 ,창신쌍용1,11110-37,702,0,1992, , ,"20,000", , ,54.7,7,702,1,N, ,2009-03-02
 ,대아파크빌,11110-86,254,0,1998, , ,"22,500", , ,59.22,6,254,1,N, ,2009-03-17
 ,부암스카이뷰,11110-150,218,1,2004, , ,"27,500", , ,76.65,5,218-1,1,N, ,2009-03-13
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"15,000", , ,46.64,2,55,1,N, ,2009-03-19
 ,브라운스톤창신,11110-2150,23,76,2006, , ,"38,400", , ,84.67,11,23-76,1,N, ,2009-03-26
 ,창신이수,11110-42,23,816,2003, , ,"48,000", , ,120.84,5,23-816,1,N, ,2009-03-27
 ,브라운스톤창신,11110-2150,23,76,2006, , ,"40,000", , ,84.81,5,23-76,1,N, ,2009-03-10
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"16,200", , ,43.98,5,55,1,N, ,2009-03-20
 ,별빛고운,11110-2132,235,2,2006, , ,"19,000", , ,71.85,1,235-2,1,N, ,2009-03-14
 ,현대,11110-90,82,0,2000, , ,"44,990", , ,84.92,2,82,1,N, ,2009-03-23
 ,일성빌라트,11110-77,145,5,1996, , ,"35,000", , ,84.99,3,145-5,1,N, ,2009-03-19
 ,갑을아파트,11110-68,595,0,1997, , ,"8,500", , ,30.46,5,595,1,N, ,2009-03-24
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"15,700", , ,43.98,6,55,1,N, ,2009-03-24
 ,갑을아파트,11110-68,595,0,1997, , ,"14,500", , ,53.33,6,595,1,N, ,2009-03-02
 ,건양하늘터,11110-2128,23,0,2006, , ,"38,500", , ,84.9,12,23,1,N, ,2009-03-09
 ,현대,11110-90,82,0,2000, , ,"69,990", , ,114.9,16,82,1,N, ,2009-04-19
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"64,500", , ,94.51,4,9,1,N, ,2009-04-27
 ,아남1,11110-25,4,0,1995, , ,"51,000", , ,84.9,17,4,1,N, ,2009-04-27
 ,현대,11110-90,82,0,2000, , ,"35,400", , ,60.0,11,82,1,N, ,2009-04-16
 ,창신쌍용2,11110-91,703,0,1993, , ,"18,500", , ,64.66,2,703,1,N, ,2009-04-15
 ,삼성,11110-73,596,0,1998, , ,"33,700", , ,84.98,12,596,1,N, ,2009-04-29
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"65,000", , ,84.858,8,60,1,N, ,2009-04-23
 ,현대,11110-90,82,0,2000, , ,"45,990", , ,84.92,4,82,1,N, ,2009-04-14
 ,두산,11110-34,232,0,1999, , ,"51,000", , ,84.9,22,232,1,N, ,2009-04-22
 ,현대,11110-90,82,0,2000, , ,"64,990", , ,114.9,10,82,1,N, ,2009-04-09
 ,현대,11110-90,82,0,2000, , ,"64,990", , ,114.9,9,82,1,N, ,2009-04-23
 ,신문로맨션,11110-15,238,0,1981, , ,"35,100", , ,98.31,8,238,1,N, ,2009-04-10
 ,종로센트레빌,11110-2224,2,1,2008, , ,"64,750", , ,114.67,9,2-1,1,N, ,2009-04-27
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"17,800", , ,48.54,2,55,1,N, ,2009-04-29
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"14,500", , ,45.5,3,55,1,N, ,2009-04-23
 ,롯데캐슬천지인,11110-152,76,0,2004, , ,"67,000", , ,111.73,25,76,1,N, ,2009-04-24
 ,현대,11110-90,82,0,2000, , ,"49,990", , ,84.92,13,82,1,N, ,2009-04-18
 ,포시즌,11110-219,95,15,2003, , ,"35,000", , ,100.66,4,95-15,1,N, ,2009-04-10
 ,렉스팰리스,11110-2071,95,1,2005, , ,"45,000", , ,151.62,3,95-1,1,N, ,2009-04-27
 ,운현신화타워,11110-16,30,6,1998, , ,"30,000", , ,84.87,14,30-6,1,N, ,2009-04-20
 ,명륜동주상복합아남아파트,11110-26,237,0,1999, , ,"38,800", , ,61.13,5,237,1,N, ,2009-04-15
 ,창신쌍용2,11110-91,703,0,1993, , ,"24,500", , ,64.66,7,703,1,N, ,2009-04-14
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"54,450", , ,70.8,5,9,1,N, ,2009-04-10
 ,현대,11110-90,82,0,2000, , ,"49,990", , ,84.92,6,82,1,N, ,2009-04-29
 ,롯데미도파광화문빌딩,11110-12,145,0,1981, , ,"25,500", , ,65.82,8,145,1,N, ,2009-04-24
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"65,000", , ,94.51,7,9,1,N, ,2009-04-15
 ,아남1,11110-25,4,0,1995, , ,"49,700", , ,84.9,7,4,1,N, ,2009-04-18
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"18,000", , ,48.54,6,55,1,N, ,2009-04-13
 ,창신쌍용2,11110-91,703,0,1993, , ,"45,000", , ,106.62,13,703,1,N, ,2009-04-28
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"59,000", , ,94.51,3,9,1,N, ,2009-04-03
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"15,000", , ,46.64,2,55,1,N, ,2009-04-11
 ,현대,11110-90,82,0,2000, , ,"53,190", , ,84.92,22,82,1,N, ,2009-04-24
 ,명륜동주상복합아남아파트,11110-26,237,0,1999, , ,"27,000", , ,47.43,6,237,1,N, ,2009-04-10
 ,창신이수,11110-42,23,816,2003, , ,"31,000", , ,68.06,7,23-816,1,N, ,2009-04-23
 ,두산,11110-34,232,0,1999, , ,"50,000", , ,84.9,7,232,1,N, ,2009-04-01
 ,명륜동주상복합아남아파트,11110-26,237,0,1999, , ,"28,000", , ,59.36,5,237,1,N, ,2009-04-22
 ,창신쌍용1,11110-37,702,0,1992, , ,"20,000", , ,54.7,3,702,1,N, ,2009-04-25
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"60,000", , ,94.51,5,9,1,N, ,2009-04-13
 ,벽산블루밍평창힐스,11110-146,45,0,2004, , ,"92,300", , ,150.83,4,45,1,N, ,2009-04-08
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"102,500", , ,146.92,5,9,1,N, ,2009-04-10
 ,숭인상가,11110-48,204,11,1979, , ,"32,300", , ,80.85,8,204-11,1,N, ,2009-04-27
 ,동대문,11110-30,328,17,1966, , ,"20,500", , ,28.8,3,328-17,1,N, ,2009-04-08
 ,창신쌍용2,11110-91,703,0,1993, , ,"20,850", , ,54.7,11,703,1,N, ,2009-04-11
 ,창신쌍용1,11110-37,702,0,1992, , ,"22,500", , ,54.7,14,702,1,N, ,2009-04-16
 ,창신쌍용2,11110-91,703,0,1993, , ,"24,250", , ,64.66,8,703,1,N, ,2009-04-06
 ,창신쌍용2,11110-91,703,0,1993, , ,"41,300", , ,115.53,5,703,1,N, ,2009-04-24
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"102,000", , ,146.92,5,9,1,N, ,2009-04-27
 ,현대,11110-90,82,0,2000, , ,"67,950", , ,114.9,6,82,1,N, ,2009-04-18
 ,창신쌍용2,11110-91,703,0,1993, , ,"20,000", , ,54.7,3,703,1,N, ,2009-04-08
 ,대성스카이렉스,11110-2223,110,0,2008, , ,"82,255", , ,137.55,6,110,1,N, ,2009-04-20
 ,현대,11110-90,82,0,2000, , ,"47,950", , ,84.92,14,82,1,N, ,2009-04-13
 ,창신이수,11110-42,23,816,2003, , ,"30,400", , ,84.5,8,23-816,1,N, ,2009-04-06
 ,경희궁의아침3단지,11110-116,72,0,2004, , ,"128,700", , ,150.48,8,72,1,N, ,2009-04-11
 ,효성쥬얼리시티,11110-2155,48,2,2006, , ,"49,500", , ,84.98,15,48-2,1,N, ,2009-04-15
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"93,000", , ,146.92,11,9,1,N, ,2009-04-10
 ,롯데낙천대,11110-71,72,0,2001, , ,"44,000", , ,84.21,6,72,1,N, ,2009-05-16
 ,현대,11110-90,82,0,2000, , ,"49,480", , ,84.92,6,82,1,N, ,2009-05-25
 ,현대,11110-90,82,0,2000, , ,"46,990", , ,84.92,3,82,1,N, ,2009-05-18
 ,건양하늘터,11110-2128,23,0,2006, , ,"41,000", , ,84.78,2,23,1,N, ,2009-05-30
 ,별빛고운,11110-2132,235,2,2006, , ,"14,600", , ,56.92,1,235-2,1,N, ,2009-05-25
 ,현대,11110-90,82,0,2000, , ,"50,980", , ,84.92,13,82,1,N, ,2009-05-16
 ,청운현대,11110-4,56,45,2000, , ,"56,500", , ,78.78,1,56-45,1,N, ,2009-05-12
 ,현대,11110-90,82,0,2000, , ,"33,490", , ,60.0,1,82,1,N, ,2009-05-19
 ,롯데캐슬천지인,11110-152,76,0,2004, , ,"52,400", , ,84.95,3,76,1,N, ,2009-05-15
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"17,500", , ,48.54,3,55,1,N, ,2009-05-23
 ,창신이수,11110-42,23,816,2003, , ,"52,500", , ,120.84,3,23-816,1,N, ,2009-05-24
 ,롯데캐슬천지인,11110-152,76,0,2004, , ,"43,000", , ,84.95,9,76,1,N, ,2009-05-19
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"95,800", , ,114.931,16,60,1,N, ,2009-05-25
 ,창신쌍용1,11110-37,702,0,1992, , ,"27,600", , ,54.7,9,702,1,N, ,2009-05-28
 ,종로청계힐스테이트,11110-2234,766,0,2009, , ,"73,000", , ,114.7153,11,766,1,N, ,2009-05-01
 ,동대문,11110-30,328,17,1966, , ,"21,000", , ,28.8,2,328-17,1,N, ,2009-05-21
 ,롯데캐슬천지인,11110-152,76,0,2004, , ,"63,000", , ,111.73,14,76,1,N, ,2009-05-25
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"72,000", , ,84.858,13,60,1,N, ,2009-05-10
 ,롯데캐슬로잔,11110-2246,108,0,2009, , ,"144,900", , ,190.743,4,108,1,N, ,2009-05-18
 ,종로센트레빌,11110-2224,2,1,2008, , ,"31,000", , ,59.92,3,2-1,1,N, ,2009-05-25
 ,창신쌍용1,11110-37,702,0,1992, , ,"32,800", , ,79.87,2,702,1,N, ,2009-05-27
 ,창신쌍용2,11110-91,703,0,1993, , ,"32,500", , ,79.87,10,703,1,N, ,2009-05-28
 ,일성빌라트,11110-77,145,5,1996, , ,"38,500", , ,84.99,2,145-5,1,N, ,2009-05-05
 ,대성아파트,11110-52,41,1,1971, , ,"5,000", , ,19.27,1,41-1,1,N, ,2009-05-01
 ,MID그린(1동),11110-94,601,0,2002, , ,"24,000", , ,59.55,7,601,1,N, ,2009-05-12
 ,종로청계힐스테이트,11110-2234,766,0,2009, , ,"40,000", , ,59.9426,9,766,1,N, ,2009-05-20
 ,창신쌍용1,11110-37,702,0,1992, , ,"32,250", , ,79.87,14,702,1,N, ,2009-05-22
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"122,500", , ,158.99,8,9,1,N, ,2009-05-21
 ,현대,11110-90,82,0,2000, , ,"75,900", , ,114.9,5,82,1,N, ,2009-05-20
 ,창신쌍용2,11110-91,703,0,1993, , ,"24,500", , ,64.66,14,703,1,N, ,2009-05-28
 ,두산,11110-34,232,0,1999, , ,"33,500", , ,59.95,9,232,1,N, ,2009-05-15
 ,"동문(비동,씨동)(494-0)",11110-45,494,0,1997, , ,"23,000", , ,59.94,4,494,1,N, ,2009-05-06
 ,창신쌍용2,11110-91,703,0,1993, , ,"24,000", , ,64.66,5,703,1,N, ,2009-05-05
 ,창신쌍용1,11110-37,702,0,1992, , ,"38,000", , ,79.87,3,702,1,N, ,2009-05-10
 ,창신쌍용2,11110-91,703,0,1993, , ,"23,000", , ,64.66,14,703,1,N, ,2009-05-08
 ,건양하늘터,11110-2128,23,0,2006, , ,"43,000", , ,84.78,3,23,1,N, ,2009-05-07
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"18,000", , ,48.54,5,55,1,N, ,2009-05-11
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"17,000", , ,48.54,2,55,1,N, ,2009-05-09
 ,창신쌍용1,11110-37,702,0,1992, , ,"37,700", , ,79.87,7,702,1,N, ,2009-05-23
 ,창신쌍용2,11110-91,703,0,1993, , ,"22,300", , ,64.66,2,703,1,N, ,2009-05-21
 ,현대,11110-90,82,0,2000, , ,"54,990", , ,84.92,8,82,1,N, ,2009-05-09
 ,대성스카이렉스,11110-2223,110,0,2008, , ,"95,000", , ,149.72,14,110,1,N, ,2009-05-13
 ,삼성,11110-73,596,0,1998, , ,"19,600", , ,59.97,1,596,1,N, ,2009-05-19
 ,청운현대,11110-4,56,45,2000, , ,"58,000", , ,84.51,5,56-45,1,N, ,2009-05-22
 ,아남1,11110-25,4,0,1995, , ,"55,000", , ,84.9,17,4,1,N, ,2009-05-09
 ,아남1,11110-25,4,0,1995, , ,"52,500", , ,84.9,17,4,1,N, ,2009-05-06
 ,창신쌍용1,11110-37,702,0,1992, , ,"38,000", , ,79.87,8,702,1,N, ,2009-05-10
 ,갑을아파트,11110-68,595,0,1997, , ,"8,200", , ,64.88,8,595,1,N, ,2009-05-29
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"18,500", , ,39.9,9,55,1,N, ,2009-05-15
 ,두산,11110-34,232,0,1999, , ,"31,900", , ,59.95,3,232,1,N, ,2009-05-07
 ,창신쌍용2,11110-91,703,0,1993, , ,"30,000", , ,79.87,5,703,1,N, ,2009-05-22
 ,갑을아파트,11110-68,595,0,1997, , ,"8,000", , ,30.55,9,595,1,N, ,2009-05-24
 ,경희궁의아침3단지,11110-116,72,0,2004, , ,"21,500", , ,149.0,16,72,1,N, ,2009-05-22
 ,아남1,11110-25,4,0,1995, , ,"54,000", , ,84.9,15,4,1,N, ,2009-05-19
 ,광화문스페이스본(106동),11110-2204,9,1,2008, , ,"108,000", , ,153.42,2,9-1,1,N, ,2009-05-21
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"67,000", , ,84.858,7,60,1,N, ,2009-05-02
 ,운현신화타워,11110-16,30,6,1998, , ,"38,000", , ,84.87,13,30-6,1,N, ,2009-05-17
 ,아남2,11110-92,236,0,1996, , ,"29,500", , ,59.4,2,236,1,N, ,2009-05-13
 ,두산,11110-34,232,0,1999, , ,"46,000", , ,84.9,9,232,1,N, ,2009-05-01
 ,아남1,11110-25,4,0,1995, , ,"51,000", , ,84.9,12,4,1,N, ,2009-05-05
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"64,000", , ,94.28,7,9,1,N, ,2009-05-04
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"98,145", , ,151.81,14,9,1,N, ,2009-05-06
 ,효성쥬얼리시티,11110-2155,48,2,2006, , ,"57,000", , ,98.39,14,48-2,1,N, ,2009-05-06
 ,현대,11110-90,82,0,2000, , ,"50,740", , ,84.92,12,82,1,N, ,2009-06-22
 ,프라임캐슬(케이빌라트),11110-151,265,10,2002, , ,"35,000", , ,109.54,2,265-10,1,N, ,2009-06-25
 ,아남1,11110-25,4,0,1995, , ,"46,000", , ,84.9,20,4,1,N, ,2009-06-30
 ,삼성,11110-73,596,0,1998, , ,"27,900", , ,59.97,15,596,1,N, ,2009-06-27
 ,신동아블루아광화문의꿈,11110-2164,254,0,2007, , ,"63,500", , ,107.5,8,254,1,N, ,2009-06-19
 ,대보,11110-129,36,5,2003, , ,"35,200", , ,81.97,4,36-5,1,N, ,2009-06-24
 ,포시즌,11110-219,95,15,2003, , ,"36,000", , ,100.66,3,95-15,1,N, ,2009-06-30
 ,현대,11110-90,82,0,2000, , ,"52,800", , ,84.92,10,82,1,N, ,2009-06-23
 ,MID그린(5동),11110-98,601,4,2002, , ,"25,000", , ,59.04,5,601-4,1,N, ,2009-06-20
 ,현대,11110-90,82,0,2000, , ,"76,990", , ,114.9,19,82,1,N, ,2009-06-06
 ,두산,11110-34,232,0,1999, , ,"35,200", , ,59.95,13,232,1,N, ,2009-06-29
 ,롯데낙천대,11110-71,72,0,2001, , ,"73,300", , ,110.53,10,72,1,N, ,2009-06-11
 ,창신쌍용2,11110-91,703,0,1993, , ,"24,450", , ,64.66,3,703,1,N, ,2009-06-23
 ,아남2,11110-92,236,0,1996, , ,"39,500", , ,84.96,2,236,1,N, ,2009-06-20
 ,아남1,11110-25,4,0,1995, , ,"55,000", , ,84.9,8,4,1,N, ,2009-06-30
 ,롯데캐슬천지인,11110-152,76,0,2004, , ,"63,500", , ,112.54,10,76,1,N, ,2009-06-16
 ,경희궁의아침3단지,11110-116,72,0,2004, , ,"130,000", , ,150.48,9,72,1,N, ,2009-06-18
